"","X","GroupNumber","unique_ID","dif_blue","dif_blue_abs","chosen_leader","Leader_gender","Follower_gender","skill_dif","skill_dif_c","confidence","leader_behaviour","Sensitivity_roll","Gender","answer","Trial","Subject"
"2571",2571,28,"28_34a2bd05",2,2,"Left_lead",1,1,0.99562681426653,-0.00437318573346968,1,0,0.158730456380973,"Female",1,126,"34a2bd05"
"2572",2572,28,"28_34a2bd05",-4,4,"Left_lead",1,1,0.795867973768075,-0.204132026231925,1,1,0.150002061356373,"Female",1,127,"34a2bd05"
"2581",2581,28,"28_34a2bd05",4,4,"Left_lead",1,1,3.49782650350318,2.49782650350318,1,1,0.14967816754333,"Female",1,20,"34a2bd05"
"2584",2584,28,"28_34a2bd05",1,1,"Left_lead",1,1,2.48239849157881,1.48239849157881,-1,1,0.124114032503623,"Female",0,23,"34a2bd05"
"2589",2589,28,"28_34a2bd05",4,4,"Left_lead",1,1,1.68984818190085,0.689848181900848,1,1,0.112488930028748,"Female",1,28,"34a2bd05"
"2595",2595,28,"28_34a2bd05",-2,2,"Left_lead",1,1,1.02826634207574,0.0282663420757443,3,0,0.148284506642035,"Female",1,33,"34a2bd05"
"2596",2596,28,"28_34a2bd05",-3,3,"Left_lead",1,1,1.03984171550353,0.0398417155035335,1,1,0.144273709787637,"Female",1,34,"34a2bd05"
"2598",2598,28,"28_34a2bd05",1,1,"Left_lead",1,1,1.06938435203997,0.069384352039966,2,1,0.173004387326689,"Female",1,36,"34a2bd05"
"2600",2600,28,"28_34a2bd05",-1,1,"Left_lead",1,1,0.943683014121858,-0.0563169858781419,2,0,0.180775498285466,"Female",1,38,"34a2bd05"
"2616",2616,28,"28_34a2bd05",4,4,"Left_lead",1,1,0.874512342494884,-0.125487657505116,-1,1,0.111414326394939,"Female",0,52,"34a2bd05"
"2618",2618,28,"28_34a2bd05",2,2,"Left_lead",1,1,0.792859772349893,-0.207140227650107,-1,0,0.115983547690141,"Female",0,54,"34a2bd05"
"2628",2628,28,"28_34a2bd05",1,1,"Left_lead",1,1,1.07490469676473,0.0749046967647293,1,0,0.211312574385017,"Female",1,63,"34a2bd05"
"2633",2633,28,"28_34a2bd05",1,1,"Left_lead",1,1,1.13904787275465,0.139047872754655,1,0,0.140043920791301,"Female",1,68,"34a2bd05"
"2634",2634,28,"28_34a2bd05",-1,1,"Left_lead",1,1,1.08381531210925,0.0838153121092526,1,0,0.136423578945252,"Female",1,69,"34a2bd05"
"2636",2636,28,"28_34a2bd05",-4,4,"Left_lead",1,1,0.963669443518514,-0.0363305564814861,1,0,0.135575193920453,"Female",1,70,"34a2bd05"
"2638",2638,28,"28_34a2bd05",-4,4,"Left_lead",1,1,1.17184954353641,0.171849543536409,-1,1,0.165212928015316,"Female",0,72,"34a2bd05"
"2642",2642,28,"28_34a2bd05",-2,2,"Left_lead",1,1,1.04813639499518,0.0481363949951761,-1,0,0.167195286087388,"Female",0,76,"34a2bd05"
"2643",2643,28,"28_34a2bd05",1,1,"Left_lead",1,1,1.06885265293374,0.0688526529337361,1,1,0.177835131456499,"Female",1,77,"34a2bd05"
"2652",2652,28,"28_34a2bd05",1,1,"Left_lead",1,1,1.08159757052948,0.0815975705294754,1,0,0.170580946493521,"Female",1,85,"34a2bd05"
"2654",2654,28,"28_34a2bd05",-4,4,"Left_lead",1,1,0.906397261159192,-0.0936027388408079,1,0,0.171018917433217,"Female",1,87,"34a2bd05"
"2659",2659,28,"28_34a2bd05",3,3,"Left_lead",1,1,0.875293393753611,-0.124706606246389,-1,0,0.175748184556237,"Female",0,91,"34a2bd05"
"2669",2669,29,"29_2acb0c34",2,2,"Left_lead",1,1,0.650290381837802,-0.349709618162198,-2,0,0.0693015580121332,"Female",0,10,"2acb0c34"
"2675",2675,29,"29_2acb0c34",-4,4,"Left_lead",1,1,0.91336752345316,-0.0866324765468397,-1,1,0.203117664447987,"Female",0,105,"2acb0c34"
"2688",2688,29,"29_2acb0c34",3,3,"Left_lead",1,1,1.02471787120068,0.0247178712006768,-1,1,0.169157184957534,"Female",0,117,"2acb0c34"
"2690",2690,29,"29_2acb0c34",-2,2,"Left_lead",1,1,1.00976903917279,0.00976903917279048,-1,1,0.183925524417295,"Female",0,119,"2acb0c34"
"2698",2698,29,"29_2acb0c34",2,2,"Left_lead",1,1,0.895674921390185,-0.104325078609815,-1,1,0.159896050133258,"Female",0,126,"2acb0c34"
"2700",2700,29,"29_2acb0c34",3,3,"Left_lead",1,1,1.13168497460231,0.13168497460231,2,0,0.147372242514249,"Female",1,13,"2acb0c34"
"2704",2704,29,"29_2acb0c34",4,4,"Left_lead",1,1,1.39151932122221,0.391519321222215,2,0,0.142717076952348,"Female",1,17,"2acb0c34"
"2705",2705,29,"29_2acb0c34",-2,2,"Left_lead",1,1,1.64643408897701,0.646434088977009,-2,0,0.153419964642735,"Female",0,18,"2acb0c34"
"2719",2719,29,"29_2acb0c34",-1,1,"Left_lead",1,1,0.971810291211771,-0.0281897087882286,1,1,0.114908001938066,"Female",1,30,"2acb0c34"
"2728",2728,29,"29_2acb0c34",2,2,"Left_lead",1,1,0.937480734913575,-0.0625192650864255,-1,1,0.187079395671345,"Female",0,39,"2acb0c34"
"2730",2730,29,"29_2acb0c34",2,2,"Left_lead",1,1,0.905774935816065,-0.0942250641839354,-2,0,0.19298633814183,"Female",0,40,"2acb0c34"
"2734",2734,29,"29_2acb0c34",4,4,"Left_lead",1,1,0.972409470743495,-0.0275905292565046,-1,1,0.181144465830293,"Female",0,44,"2acb0c34"
"2746",2746,29,"29_2acb0c34",1,1,"Left_lead",1,1,0.904317388090108,-0.0956826119098916,-2,1,0.121128499738051,"Female",0,55,"2acb0c34"
"2752",2752,29,"29_2acb0c34",-3,3,"Left_lead",1,1,0.985438668023234,-0.0145613319767662,-2,0,0.15413581767838,"Female",0,60,"2acb0c34"
"2753",2753,29,"29_2acb0c34",-1,1,"Left_lead",1,1,1.01368140050071,0.0136814005007073,-2,0,0.156019623297429,"Female",0,61,"2acb0c34"
"2755",2755,29,"29_2acb0c34",2,2,"Left_lead",1,1,1.16034352266757,0.16034352266757,-1,0,0.200288593505177,"Female",0,63,"2acb0c34"
"2768",2768,29,"29_2acb0c34",1,1,"Left_lead",1,1,0.912669898955947,-0.0873301010440533,-1,1,0.180491582043429,"Female",0,75,"2acb0c34"
"2770",2770,29,"29_2acb0c34",3,3,"Left_lead",1,1,0.824469360963819,-0.175530639036181,-1,1,0.168772005684044,"Female",0,77,"2acb0c34"
"2779",2779,29,"29_2acb0c34",-2,2,"Left_lead",1,1,0.754826642827375,-0.245173357172625,-1,1,0.124620323500269,"Female",0,85,"2acb0c34"
"2783",2783,29,"29_2acb0c34",1,1,"Left_lead",1,1,0.985637568177084,-0.0143624318229164,-2,1,0.170326460627954,"Female",0,89,"2acb0c34"
"2785",2785,29,"29_2acb0c34",-1,1,"Left_lead",1,1,1.04696441578011,0.046964415780105,-2,1,0.163633318117308,"Female",0,90,"2acb0c34"
"2794",2794,29,"29_2acb0c34",3,3,"Left_lead",1,1,0.994043710310344,-0.00595628968965589,-1,1,0.212958188958743,"Female",0,99,"2acb0c34"
"2796",2796,3,"3_7f06bdda",0,0,"Left_lead",1,1,1.34492659984073,0.344926599840732,-1,0,0.10587714889653,"Female",0,10,"7f06bdda"
"2799",2799,3,"3_7f06bdda",1,1,"Left_lead",1,1,1.18792666988503,0.187926669885031,-1,1,0.240967430250736,"Female",0,102,"7f06bdda"
"2801",2801,3,"3_7f06bdda",-3,3,"Left_lead",1,1,1.14712512795181,0.147125127951811,-1,1,0.246670434620003,"Female",0,104,"7f06bdda"
"2803",2803,3,"3_7f06bdda",3,3,"Left_lead",1,1,0.997613627425571,-0.00238637257442886,-1,0,0.23600342307625,"Female",0,106,"7f06bdda"
"2804",2804,3,"3_7f06bdda",4,4,"Left_lead",1,1,0.854182651347397,-0.145817348652603,-1,0,0.205624270986812,"Female",0,107,"7f06bdda"
"2809",2809,3,"3_7f06bdda",0,0,"Left_lead",1,1,0.766923080933354,-0.233076919066646,-1,0,0.156412601650999,"Female",0,111,"7f06bdda"
"2810",2810,3,"3_7f06bdda",1,1,"Left_lead",1,1,0.722619976831786,-0.277380023168214,-1,1,0.139732459212872,"Female",0,112,"7f06bdda"
"2818",2818,3,"3_7f06bdda",0,0,"Left_lead",1,1,1.15095793047919,0.150957930479189,1,1,0.146855476836322,"Female",1,12,"7f06bdda"
"2819",2819,3,"3_7f06bdda",-2,2,"Left_lead",1,1,1.04847825529155,0.0484782552915546,-1,0,0.203101111055585,"Female",0,120,"7f06bdda"
"2822",2822,3,"3_7f06bdda",-4,4,"Left_lead",1,1,1.06000320696878,0.0600032069687821,-1,0,0.19362212717508,"Female",0,123,"7f06bdda"
"2823",2823,3,"3_7f06bdda",3,3,"Left_lead",1,1,1.07974155468123,0.0797415546812263,-1,1,0.205535125169351,"Female",0,124,"7f06bdda"
"2826",2826,3,"3_7f06bdda",-3,3,"Left_lead",1,1,1.28907553490478,0.289075534904784,-1,0,0.186515418202997,"Female",0,127,"7f06bdda"
"2829",2829,3,"3_7f06bdda",4,4,"Left_lead",1,1,1.16478338440592,0.164783384405917,1,1,0.163560389244028,"Female",1,15,"7f06bdda"
"2831",2831,3,"3_7f06bdda",-1,1,"Left_lead",1,1,1.18788691647942,0.187886916479418,-1,0,0.14634532730796,"Female",0,17,"7f06bdda"
"2835",2835,3,"3_7f06bdda",3,3,"Left_lead",1,1,1.44152220075796,0.441522200757956,-1,0,0.215895923653401,"Female",0,20,"7f06bdda"
"2838",2838,3,"3_7f06bdda",-2,2,"Left_lead",1,1,1.17032538380646,0.170325383806459,-1,1,0.190644925108857,"Female",0,23,"7f06bdda"
"2843",2843,3,"3_7f06bdda",4,4,"Left_lead",1,1,0.589023463313618,-0.410976536686382,-1,0,0.0870056069092949,"Female",0,28,"7f06bdda"
"2847",2847,3,"3_7f06bdda",-2,2,"Left_lead",1,1,0.990547709547262,-0.00945229045273754,1,0,0.126305152393447,"Female",1,31,"7f06bdda"
"2852",2852,3,"3_7f06bdda",-1,1,"Left_lead",1,1,0.940008010668038,-0.0599919893319624,-1,0,0.157972582838009,"Female",0,36,"7f06bdda"
"2859",2859,3,"3_7f06bdda",1,1,"Left_lead",1,1,1.15038708624266,0.150387086242663,-1,0,0.190286738443219,"Female",0,42,"7f06bdda"
"2862",2862,3,"3_7f06bdda",-1,1,"Left_lead",1,1,1.3377388569937,0.337738856993705,-1,1,0.195316748853383,"Female",0,45,"7f06bdda"
"2870",2870,3,"3_7f06bdda",3,3,"Left_lead",1,1,1.02437657037708,0.0243765703770802,-1,0,0.123397632561996,"Female",0,52,"7f06bdda"
"2871",2871,3,"3_7f06bdda",0,0,"Left_lead",1,1,0.996951454919775,-0.00304854508022523,-1,1,0.121886878418927,"Female",0,53,"7f06bdda"
"2873",2873,3,"3_7f06bdda",3,3,"Left_lead",1,1,0.840947485571228,-0.159052514428772,-1,0,0.112377819587696,"Female",0,55,"7f06bdda"
"2874",2874,3,"3_7f06bdda",3,3,"Left_lead",1,1,0.749324076896716,-0.250675923103284,-1,0,0.117174680172098,"Female",0,56,"7f06bdda"
"2876",2876,3,"3_7f06bdda",-1,1,"Left_lead",1,1,0.669346686308082,-0.330653313691918,1,0,0.118315716100696,"Female",1,58,"7f06bdda"
"2877",2877,3,"3_7f06bdda",-1,1,"Left_lead",1,1,0.805585294072322,-0.194414705927678,-1,1,0.148516086382713,"Female",0,59,"7f06bdda"
"2893",2893,3,"3_7f06bdda",3,3,"Left_lead",1,1,0.963333239326449,-0.0366667606735515,-1,0,0.163031366781952,"Female",0,73,"7f06bdda"
"2899",2899,3,"3_7f06bdda",0,0,"Left_lead",1,1,0.953402312611825,-0.0465976873881752,1,0,0.15191887291702,"Female",1,79,"7f06bdda"
"2901",2901,3,"3_7f06bdda",-1,1,"Left_lead",1,1,0.959510123809848,-0.0404898761901518,1,0,0.160790495948998,"Female",1,80,"7f06bdda"
"2932",2932,30,"30_087ab18e",2,2,"Left_lead",0,0,0.85961039339677,-0.14038960660323,-1,0,0.192439331491235,"Male",0,108,"087ab18e"
"2935",2935,30,"30_087ab18e",-1,1,"Left_lead",0,0,0.806769914991879,-0.193230085008121,-1,1,0.158142878721843,"Male",0,110,"087ab18e"
"2955",2955,30,"30_087ab18e",4,4,"Left_lead",0,0,1.60325621424445,0.603256214244451,1,0,0.149709883689092,"Male",1,14,"087ab18e"
"2956",2956,30,"30_087ab18e",3,3,"Left_lead",0,0,1.19435400142519,0.194354001425192,-1,1,0.146120555722957,"Male",0,15,"087ab18e"
"2957",2957,30,"30_087ab18e",-3,3,"Left_lead",0,0,1.28095588398883,0.280955883988828,-1,0,0.137013253245899,"Male",0,16,"087ab18e"
"2962",2962,30,"30_087ab18e",-3,3,"Left_lead",0,0,-3.37480765930004,-4.37480765930004,-1,1,0.0963738715532249,"Male",0,20,"087ab18e"
"2971",2971,30,"30_087ab18e",-4,4,"Left_lead",0,0,1.2870105159516,0.287010515951598,-1,0,0.119811925316896,"Male",0,29,"087ab18e"
"2980",2980,30,"30_087ab18e",-2,2,"Left_lead",0,0,1.08519924853049,0.0851992485304873,-1,0,0.15569441139161,"Male",0,37,"087ab18e"
"2986",2986,30,"30_087ab18e",2,2,"Left_lead",0,0,1.99635655568832,0.996356555688321,1,0,0.204682891910497,"Male",1,42,"087ab18e"
"2991",2991,30,"30_087ab18e",1,1,"Left_lead",0,0,1.27911923734687,0.279119237346874,-2,0,0.150659013686374,"Male",0,47,"087ab18e"
"2992",2992,30,"30_087ab18e",-2,2,"Left_lead",0,0,1.11006631691998,0.110066316919979,1,1,0.140149240929617,"Male",1,48,"087ab18e"
"2995",2995,30,"30_087ab18e",1,1,"Left_lead",0,0,1.033686373427,0.0336863734269965,1,0,0.136565238923539,"Male",1,50,"087ab18e"
"3007",3007,30,"30_087ab18e",4,4,"Left_lead",0,0,1.13417432181519,0.134174321815189,1,0,0.148480733736367,"Male",1,61,"087ab18e"
"3014",3014,30,"30_087ab18e",2,2,"Left_lead",0,0,1.03454919275128,0.034549192751278,-1,0,0.138856213856381,"Male",0,68,"087ab18e"
"3017",3017,30,"30_087ab18e",-4,4,"Left_lead",0,0,1.12639020522007,0.126390205220066,-1,1,0.158939709915386,"Male",0,70,"087ab18e"
"3035",3035,30,"30_087ab18e",-3,3,"Left_lead",0,0,1.01560819084098,0.0156081908409842,1,1,0.149803431283379,"Male",1,87,"087ab18e"
"3037",3037,30,"30_087ab18e",1,1,"Left_lead",0,0,1.03693757939293,0.0369375793929263,1,0,0.18077365063194,"Male",1,89,"087ab18e"
"3044",3044,30,"30_087ab18e",3,3,"Left_lead",0,0,1.00702409365328,0.00702409365328416,1,0,0.207240849556214,"Male",1,95,"087ab18e"
"3047",3047,30,"30_087ab18e",3,3,"Left_lead",0,0,0.99986085854816,-0.000139141451839575,-1,1,0.215935657990259,"Male",0,98,"087ab18e"
"3055",3055,31,"31_2acb0c34",2,2,"Left_lead",1,0,0.869660260701452,-0.130339739298548,-1,1,0.20771349337499,"Female",0,104,"2acb0c34"
"3056",3056,31,"31_2acb0c34",1,1,"Left_lead",1,0,0.849533566856744,-0.150466433143256,-1,1,0.205639609761205,"Female",0,105,"2acb0c34"
"3057",3057,31,"31_2acb0c34",1,1,"Left_lead",1,0,0.683288840850639,-0.316711159149361,-1,0,0.180259306466452,"Female",0,106,"2acb0c34"
"3060",3060,31,"31_2acb0c34",-2,2,"Left_lead",1,0,0.863832711270708,-0.136167288729292,-1,1,0.195588184607546,"Female",0,109,"2acb0c34"
"3074",3074,31,"31_2acb0c34",-1,1,"Left_lead",1,0,0.987222735030132,-0.0127772649698678,-1,1,0.198338516909174,"Female",0,121,"2acb0c34"
"3078",3078,31,"31_2acb0c34",-3,3,"Left_lead",1,0,1.00999554907147,0.0099955490714656,-1,1,0.196140550327868,"Female",0,125,"2acb0c34"
"3085",3085,31,"31_2acb0c34",-3,3,"Left_lead",1,0,1.07111631886833,0.0711163188683326,-2,0,0.119539223833302,"Female",0,17,"2acb0c34"
"3086",3086,31,"31_2acb0c34",-4,4,"Left_lead",1,0,1.23673126599107,0.236731265991067,-1,0,0.132177679291571,"Female",0,18,"2acb0c34"
"3087",3087,31,"31_2acb0c34",-2,2,"Left_lead",1,0,1.41681081342431,0.416810813424307,-1,0,0.144271761945004,"Female",0,19,"2acb0c34"
"3097",3097,31,"31_2acb0c34",4,4,"Left_lead",1,0,0.704316056313981,-0.295683943686019,-2,0,0.127557882328131,"Female",0,28,"2acb0c34"
"3101",3101,31,"31_2acb0c34",-2,2,"Left_lead",1,0,0.880234630144039,-0.119765369855961,-2,1,0.131319244501182,"Female",0,31,"2acb0c34"
"3106",3106,31,"31_2acb0c34",1,1,"Left_lead",1,0,0.892997065668792,-0.107002934331208,-2,0,0.163237014432507,"Female",0,36,"2acb0c34"
"3117",3117,31,"31_2acb0c34",4,4,"Left_lead",1,0,1.04114054306031,0.0411405430603053,-2,0,0.145594801975865,"Female",0,46,"2acb0c34"
"3118",3118,31,"31_2acb0c34",1,1,"Left_lead",1,0,1.1859929105801,0.185992910580097,1,1,0.145534121118938,"Female",1,47,"2acb0c34"
"3119",3119,31,"31_2acb0c34",1,1,"Left_lead",1,0,1.0233714109051,0.0233714109050953,-1,1,0.143255413024066,"Female",0,48,"2acb0c34"
"3123",3123,31,"31_2acb0c34",3,3,"Left_lead",1,0,1.05668050528091,0.056680505280915,-2,0,0.135855425606757,"Female",0,51,"2acb0c34"
"3124",3124,31,"31_2acb0c34",4,4,"Left_lead",1,0,0.897219202164647,-0.102780797835353,-1,1,0.118427985974004,"Female",0,52,"2acb0c34"
"3125",3125,31,"31_2acb0c34",-2,2,"Left_lead",1,0,0.873201808395171,-0.126798191604829,-2,1,0.111267624633381,"Female",0,53,"2acb0c34"
"3129",3129,31,"31_2acb0c34",-2,2,"Left_lead",1,0,0.687042716004507,-0.312957283995493,-2,0,0.115833249617987,"Female",0,57,"2acb0c34"
"3135",3135,31,"31_2acb0c34",-4,4,"Left_lead",1,0,1.22656899466894,0.226568994668936,-1,0,0.184829497789787,"Female",0,62,"2acb0c34"
"3137",3137,31,"31_2acb0c34",-4,4,"Left_lead",1,0,1.57178593216563,0.571785932165627,-1,0,0.217156342102904,"Female",0,64,"2acb0c34"
"3140",3140,31,"31_2acb0c34",-1,1,"Left_lead",1,0,1.19374399667608,0.193743996676079,1,1,0.164696394169995,"Female",1,67,"2acb0c34"
"3147",3147,31,"31_2acb0c34",1,1,"Left_lead",1,0,1.12360837855783,0.123608378557825,-1,0,0.16487462478709,"Female",0,73,"2acb0c34"
"3155",3155,31,"31_2acb0c34",-3,3,"Left_lead",1,0,0.989629979897519,-0.0103700201024806,-2,0,0.171553492123773,"Female",0,80,"2acb0c34"
"3161",3161,31,"31_2acb0c34",-4,4,"Left_lead",1,0,1.14942019694159,0.149420196941592,-1,1,0.164194604320381,"Female",0,86,"2acb0c34"
"3163",3163,31,"31_2acb0c34",3,3,"Left_lead",1,0,0.993427571612726,-0.00657242838727434,-1,1,0.167001890178657,"Female",0,88,"2acb0c34"
"3166",3166,31,"31_2acb0c34",-3,3,"Left_lead",1,0,1.15844371558424,0.158443715584236,-1,0,0.182482243554121,"Female",0,90,"2acb0c34"
"3167",3167,31,"31_2acb0c34",-3,3,"Left_lead",1,0,1.30573688450372,0.305736884503725,-1,0,0.201601528721974,"Female",0,91,"2acb0c34"
"3168",3168,31,"31_2acb0c34",3,3,"Left_lead",1,0,1.21656427304261,0.216564273042611,-1,0,0.200616622477955,"Female",0,92,"2acb0c34"
"3175",3175,31,"31_2acb0c34",2,2,"Left_lead",1,0,0.925554250616016,-0.0744457493839844,-1,1,0.195993257268554,"Female",0,99,"2acb0c34"
"3187",3187,32,"32_a40fdc3a",2,2,"Left_lead",1,0,1.21165339166438,0.211653391664379,1,0,0.211616323960159,"Female",1,109,"a40fdc3a"
"3189",3189,32,"32_a40fdc3a",-1,1,"Left_lead",1,0,1.29917755869839,0.299177558698394,1,0,0.214738440415974,"Female",1,110,"a40fdc3a"
"3193",3193,32,"32_a40fdc3a",2,2,"Left_lead",1,0,1.22862489993761,0.228624899937613,1,0,0.177616020828714,"Female",1,114,"a40fdc3a"
"3197",3197,32,"32_a40fdc3a",2,2,"Left_lead",1,0,1.11096399787653,0.110963997876534,1,0,0.173866515791913,"Female",1,118,"a40fdc3a"
"3202",3202,32,"32_a40fdc3a",4,4,"Left_lead",1,0,1.06350650650741,0.0635065065074101,1,1,0.204195255347457,"Female",1,122,"a40fdc3a"
"3210",3210,32,"32_a40fdc3a",-1,1,"Left_lead",1,0,1.12957522446534,0.129575224465338,2,1,0.164136379344899,"Female",1,15,"a40fdc3a"
"3212",3212,32,"32_a40fdc3a",1,1,"Left_lead",1,0,1.12915573060847,0.129155730608473,-1,0,0.143722153338267,"Female",0,17,"a40fdc3a"
"3216",3216,32,"32_a40fdc3a",-3,3,"Left_lead",1,0,1.10680410505765,0.106804105057647,2,0,0.155535748029042,"Female",1,20,"a40fdc3a"
"3221",3221,32,"32_a40fdc3a",4,4,"Left_lead",1,0,7.92220475247617,6.92220475247617,1,0,0.204130963969695,"Female",1,25,"a40fdc3a"
"3228",3228,32,"32_a40fdc3a",-2,2,"Left_lead",1,0,1.30081900236887,0.300819002368867,-1,0,0.132211011779183,"Female",0,31,"a40fdc3a"
"3232",3232,32,"32_a40fdc3a",-3,3,"Left_lead",1,0,1.04482241262011,0.0448224126201135,-1,1,0.149937965979349,"Female",0,35,"a40fdc3a"
"3233",3233,32,"32_a40fdc3a",-2,2,"Left_lead",1,0,1.07199999920707,0.0719999992070732,-1,0,0.156405127733614,"Female",0,36,"a40fdc3a"
"3235",3235,32,"32_a40fdc3a",-3,3,"Left_lead",1,0,1.06177716307215,0.0617771630721535,1,1,0.166762424673475,"Female",1,38,"a40fdc3a"
"3241",3241,32,"32_a40fdc3a",-2,2,"Left_lead",1,0,1.11088223823584,0.110882238235844,1,0,0.152421444070614,"Female",1,43,"a40fdc3a"
"3244",3244,32,"32_a40fdc3a",-3,3,"Left_lead",1,0,0.650039056944007,-0.349960943055993,1,1,0.114676921046854,"Female",1,46,"a40fdc3a"
"3245",3245,32,"32_a40fdc3a",4,4,"Left_lead",1,0,0.531828591682589,-0.468171408317411,-1,1,0.105793461875629,"Female",0,47,"a40fdc3a"
"3247",3247,32,"32_a40fdc3a",4,4,"Left_lead",1,0,0.757880691877452,-0.242119308122548,1,1,0.10738540993351,"Female",1,49,"a40fdc3a"
"3252",3252,32,"32_a40fdc3a",4,4,"Left_lead",1,0,0.902448460341028,-0.0975515396589716,1,0,0.113541156456096,"Female",1,53,"a40fdc3a"
"3260",3260,32,"32_a40fdc3a",2,2,"Left_lead",1,0,1.18435276353869,0.184352763538693,1,0,0.188121049724692,"Female",1,60,"a40fdc3a"
"3275",3275,32,"32_a40fdc3a",3,3,"Left_lead",1,0,1.29891843622134,0.298918436221337,1,1,0.199073286407848,"Female",1,74,"a40fdc3a"
"3276",3276,32,"32_a40fdc3a",2,2,"Left_lead",1,0,1.27063708674834,0.270637086748336,1,0,0.189980387815336,"Female",1,75,"a40fdc3a"
"3277",3277,32,"32_a40fdc3a",4,4,"Left_lead",1,0,1.45977582477818,0.459775824778183,1,1,0.206027017175018,"Female",1,76,"a40fdc3a"
"3279",3279,32,"32_a40fdc3a",1,1,"Left_lead",1,0,1.44627631326564,0.446276313265645,1,0,0.208369313528959,"Female",1,78,"a40fdc3a"
"3289",3289,32,"32_a40fdc3a",-1,1,"Left_lead",1,0,1.01519163987366,0.015191639873662,1,0,0.139994353742317,"Female",1,87,"a40fdc3a"
"3297",3297,32,"32_a40fdc3a",-4,4,"Left_lead",1,0,0.911084432556167,-0.0889155674438332,1,0,0.191700768197436,"Female",1,94,"a40fdc3a"
"3312",3312,33,"33_14659b28",-1,1,"Left_lead",1,0,1.02523140974059,0.0252314097405906,1,0,0.244305966690657,"Female",1,107,"14659b28"
"3316",3316,33,"33_14659b28",4,4,"Left_lead",1,0,1.07483867356909,0.0748386735690947,1,0,0.223559867351693,"Female",1,110,"14659b28"
"3318",3318,33,"33_14659b28",2,2,"Left_lead",1,0,1.15130227575782,0.151302275757824,-1,1,0.188984874857614,"Female",0,112,"14659b28"
"3328",3328,33,"33_14659b28",1,1,"Left_lead",1,0,1.00458041354957,0.00458041354957395,1,0,0.182357521079574,"Female",1,121,"14659b28"
"3337",3337,33,"33_14659b28",4,4,"Left_lead",1,0,1.00229744154861,0.00229744154860834,-1,0,0.145477549647601,"Female",0,15,"14659b28"
"3340",3340,33,"33_14659b28",-4,4,"Left_lead",1,0,0.997455036129404,-0.00254496387059588,2,0,0.128628003528433,"Female",1,18,"14659b28"
"3346",3346,33,"33_14659b28",-4,4,"Left_lead",1,0,0.639171998211417,-0.360828001788583,1,0,0.123880299372556,"Female",1,23,"14659b28"
"3348",3348,33,"33_14659b28",3,3,"Left_lead",1,0,1.25305384074081,0.253053840740806,1,1,0.162244505732252,"Female",1,25,"14659b28"
"3356",3356,33,"33_14659b28",-2,2,"Left_lead",1,0,0.935700075977798,-0.0642999240222024,-1,1,0.117416386371519,"Female",0,32,"14659b28"
"3358",3358,33,"33_14659b28",-1,1,"Left_lead",1,0,0.987271726674169,-0.0127282733258314,-1,1,0.147369616630967,"Female",0,34,"14659b28"
"3359",3359,33,"33_14659b28",-1,1,"Left_lead",1,0,0.941115987388799,-0.058884012611201,1,1,0.154003840417529,"Female",1,35,"14659b28"
"3366",3366,33,"33_14659b28",3,3,"Left_lead",1,0,1.09643507532136,0.0964350753213568,1,0,0.204857899085081,"Female",1,41,"14659b28"
"3367",3367,33,"33_14659b28",1,1,"Left_lead",1,0,0.99663877657862,-0.00336122342138023,-1,0,0.217526683673599,"Female",0,42,"14659b28"
"3374",3374,33,"33_14659b28",2,2,"Left_lead",1,0,1.17854051122325,0.178540511223251,1,0,0.125060327451643,"Female",1,49,"14659b28"
"3380",3380,33,"33_14659b28",3,3,"Left_lead",1,0,1.5899054229063,0.589905422906299,1,0,0.134187984713879,"Female",1,54,"14659b28"
"3382",3382,33,"33_14659b28",-4,4,"Left_lead",1,0,1.43968045850925,0.439680458509248,-1,0,0.157994517192651,"Female",0,56,"14659b28"
"3388",3388,33,"33_14659b28",4,4,"Left_lead",1,0,1.26337089058466,0.263370890584663,1,0,0.187811441492045,"Female",1,61,"14659b28"
"3398",3398,33,"33_14659b28",4,4,"Left_lead",1,0,1.08862024729858,0.0886202472985795,1,1,0.16460275941929,"Female",1,70,"14659b28"
"3401",3401,33,"33_14659b28",4,4,"Left_lead",1,0,1.02151590908434,0.0215159090843364,1,0,0.167811731280322,"Female",1,73,"14659b28"
"3405",3405,33,"33_14659b28",1,1,"Left_lead",1,0,1.03978510419404,0.0397851041940449,-1,0,0.182782798872941,"Female",0,77,"14659b28"
"3425",3425,33,"33_14659b28",-4,4,"Left_lead",1,0,0.965780605272775,-0.0342193947272253,1,0,0.206067507308839,"Female",1,95,"14659b28"
"3428",3428,33,"33_14659b28",-2,2,"Left_lead",1,0,0.985794899836526,-0.0142051001634735,-1,1,0.21039297472142,"Female",0,98,"14659b28"
"3441",3441,34,"34_b2dcf3c1",1,1,"Left_lead",0,1,1.10095200663381,0.100952006633813,1,0,0.234212264875359,"Male",1,109,"b2dcf3c1"
"3444",3444,34,"34_b2dcf3c1",-3,3,"Left_lead",0,1,1.1248374507858,0.1248374507858,1,0,0.211716897797688,"Male",1,111,"b2dcf3c1"
"3458",3458,34,"34_b2dcf3c1",-1,1,"Left_lead",0,1,0.908942539220207,-0.0910574607797935,1,0,0.195431070335316,"Male",1,124,"b2dcf3c1"
